,value_as_string,0,1,2
999,WSSS^WMSSSS BY01^BY01-01,WSSS,WMSSSS BY01,BY01-01
261,WSSS^WMSSSS BY01^BY01-02,WSSS,WMSSSS BY01,BY01-02
733,WSSS^WMSSSS BY02^BY02-15,WSSS,WMSSSS BY02,BY02-15
279,WSSS^WMSSSS BY01^BY01-03,WSSS,WMSSSS BY01,BY01-03
836,WSSS^WMSSSS BY02^BY02-11,WSSS,WMSSSS BY02,BY02-11
78,WSSS^WMSSSS BY01^BY01-04,WSSS,WMSSSS BY01,BY01-04
1352,WSSS^WMSSSS BY02^BY02-12,WSSS,WMSSSS BY02,BY02-12
1095,WSSS^WMSSSS BY02^BY02-16,WSSS,WMSSSS BY02,BY02-16
1641,WSSS^WMSSSS BY02^BY02-17,WSSS,WMSSSS BY02,BY02-17
1096,WSSS^null^null,WSSS,null,null
1605,WSSS^WMSSSS WAITING^WAIT,WSSS,WMSSSS WAITING,WAIT
166,WSSS^WMSSSS BY01^BY01-06,WSSS,WMSSSS BY01,BY01-06
692,WSSS^WMSSSS BY02^BY02-09,WSSS,WMSSSS BY02,BY02-09
552,WSSS^WMSSSS BY02^BY02-10,WSSS,WMSSSS BY02,BY02-10
1564,WSSS^WMSSSS BY02^BY02-19,WSSS,WMSSSS BY02,BY02-19
704,WSSS^WMSSSS BY02^BY02-18,WSSS,WMSSSS BY02,BY02-18
710,WSSS^WMSSSS BY02^BY02-08,WSSS,WMSSSS BY02,BY02-08
1162,WSSS^WMSSSS BY01^BY01-07,WSSS,WMSSSS BY01,BY01-07
187,WST4^W04W SR17^SR17-17,WST4,W04W SR17,SR17-17
112,WST4^W04W SR24^SR24-24,WST4,W04W SR24,SR24-24
649,WST4^W04W BY01^BY01-02,WST4,W04W BY01,BY01-02
906,WST4^W04W SR03^SR11-11,WST4,W04W SR03,SR11-11
1808,WST4^W04W SR04^SR12-12,WST4,W04W SR04,SR12-12
1798,WST4^W04W BY02^BY02-03,WST4,W04W BY02,BY02-03
1366,WST4^W04W BY02^BY02-04,WST4,W04W BY02,BY02-04
56,WST4^W04W BY04^BY04-08,WST4,W04W BY04,BY04-08
348,WST4^W04W SR10^SR19-19,WST4,W04W SR10,SR19-19
1049,WST4^W04W BY01^BY01-01,WST4,W04W BY01,BY01-01
1282,WST4^W04W BY05^BY05-16,WST4,W04W BY05,BY05-16
1212,WST4^W04W BY03^BY03-05,WST4,W04W BY03,BY03-05
1518,WST4^W04W SR11^SR20-20,WST4,W04W SR11,SR20-20
235,WST4^W04W BY05^BY05-15,WST4,W04W BY05,BY05-15
93,WST4^W04W SR12^SR21-21,WST4,W04W SR12,SR21-21
163,WST4^W04W SR02^SR10-10,WST4,W04W SR02,SR10-10
41,WST4^W04W BY04^BY04-07,WST4,W04W BY04,BY04-07
1558,WST4^W04W BY05^BY05-14,WST4,W04W BY05,BY05-14
993,WST4^W04W SR22^SR22-22,WST4,W04W SR22,SR22-22
503,WST4^W04W SR01^SR09-09,WST4,W04W SR01,SR09-09
1536,WST4^W04W WAITING^WAIT,WST4,W04W WAITING,WAIT
1239,WST4^W04W SR23^SR23-23,WST4,W04W SR23,SR23-23
968,WST4^W04W BY03^BY03-06,WST4,W04W BY03,BY03-06
540,WST4^W04W SR09^SR18-18,WST4,W04W SR09,SR18-18
844,WSU3^W03W BY05^BY05-317,WSU3,W03W BY05,BY05-317
288,WSU3^W03W BY08^BY08-326,WSU3,W03W BY08,BY08-326
1012,WSU3^W03W WAITING^WAIT,WSU3,W03W WAITING,WAIT
577,WSU3^W03W BY02^BY02-306,WSU3,W03W BY02,BY02-306
969,WSU3^W03W BY01^BY01-301,WSU3,W03W BY01,BY01-301
246,WSU3^W03W BY06^BY06-318,WSU3,W03W BY06,BY06-318
1297,WSU3^W03W BY03^BY03-309,WSU3,W03W BY03,BY03-309
1459,WSU3^W03W BY05^BY05-316,WSU3,W03W BY05,BY05-316
518,WSU3^W03W SR01^SR01-304,WSU3,W03W SR01,SR01-304
1166,WSU3^W03W BY08^BY08-325,WSU3,W03W BY08,BY08-325
532,WSU3^W03W BY03^BY03-310,WSU3,W03W BY03,BY03-310
1400,WSU3^W03W BY07^BY07-323,WSU3,W03W BY07,BY07-323
383,WSU3^W03W BY04^BY04-315,WSU3,W03W BY04,BY04-315
1620,WSU3^W03W BY02^BY02-305,WSU3,W03W BY02,BY02-305
276,WSU3^W03W BY06^BY06-321,WSU3,W03W BY06,BY06-321
186,WSU3^W03W BY01^BY01-302,WSU3,W03W BY01,BY01-302
1803,WSU3^W03W BY07^BY07-322,WSU3,W03W BY07,BY07-322
783,WSU3^W03W SR02^SR02-308,WSU3,W03W SR02,SR02-308
663,WSU3^null^null,WSU3,null,null
116,WSU3^W03W SR04^SR04-312,WSU3,W03W SR04,SR04-312
382,WSU3^W03W BY06^BY06-320,WSU3,W03W BY06,BY06-320
1169,WSU3^W03W BY04^BY04-314,WSU3,W03W BY04,BY04-314
1667,WSU3^W03W BY08^BY08-324,WSU3,W03W BY08,BY08-324
797,WSU3^W03W BY06^BY06-319,WSU3,W03W BY06,BY06-319
1408,WSU3^W03W BY02^BY02-307,WSU3,W03W BY02,BY02-307
831,WSU3^W03W SR03^SR03-311,WSU3,W03W SR03,SR03-311
877,WSU3^W03W BY01^BY01-303,WSU3,W03W BY01,BY01-303
394,null^UCH T00 CDU BY01^BY01-CH12,null,UCH T00 CDU BY01,BY01-CH12
1365,null^UCH T00 CDU BY01^BY01-CH05,null,UCH T00 CDU BY01,BY01-CH05
737,null^UCH T00 CDU BY01^BY01-CH02,null,UCH T00 CDU BY01,BY01-CH02
638,null^WMS W02OPDC POOL01^CLINIC,null,WMS W02OPDC POOL01,CLINIC
894,null^UCH T00 CDU BY01^BY01-CH04,null,UCH T00 CDU BY01,BY01-CH04
824,null^UCH T00 CDU BY01^BY01-CH07,null,UCH T00 CDU BY01,BY01-CH07
312,null^UCH T00 CDU BY01^BY01-CH01,null,UCH T00 CDU BY01,BY01-CH01
1437,null^UCH T00 CDU BY01^BY01-CH06,null,UCH T00 CDU BY01,BY01-CH06
